"","dateTime8601","Instrument","Action","Station","Cast","Latitude","Longitude","Comment","Cruise"
"1566","2021-02-08 05:21:51+00:00","Fluorometers on underway impeller","stop","Rhode Island Sound","",41.4005,-71.3109,"SBE21 thermosalinograph stopped and both WETStar and ECO fluorometers are connected to SBE21","EN661"
"1567","2021-02-08 05:22:27+00:00","Thermosalinographs on underway impeller","stop","Rhode Island Sound","",41.3986,-71.3099,"SBE21 thermosalinograph stopped and both WETStar and ECO fluorometers are connected to SBE21","EN661"
"1568","2021-02-08 05:25:00+00:00","Underway Science seawater impeller","stop","Rhode Island Sound","",41.3945,-71.3079,"Pump (magnetic impeller pump) turned off and flow stopped to flow through system - SBE21 SBE45 and fluorometers stopped.","EN661"
"1569","2021-02-08 05:29:00+00:00","Thermosalinographs on underway impeller","other","Rhode Island Sound","",41.3865,-71.3029,"0529z-0539z SBE21 SBE45 thermosalinographs and WETStar and ECO fluorometers flushed with fresh water","EN661"
"1570","2021-02-08 05:30:00+00:00","Thermosalinographs on underway impeller","stop","Rhode Island Sound","",41.3845,-71.3017,"impeller pump stopped so seawater flow to SBE45 stopped","EN661"
"1571","2021-02-08 09:42:03+00:00","Other","stop","","",41.4067,-71.3033,"hobo loggers stop","EN661"
"1572","2021-02-08 13:30:30+00:00","Underway Science seawater diaphragm pump","service","Rhode Island Sound","",41.4074,-71.3167,"Pump (motor-driven diaphragm pump) flushed with seawater","EN661"
"1573","2021-02-08 13:40:42+00:00","Thermosalinographs on underway impeller","stop","Rhode Island Sound","",41.4058,-71.3075,"Power off to SBE45 and SBE21 external voltage sensors","EN661"
"1574","2021-02-08 13:51:10+00:00","UHDAS for both ADCPs","stop","Rhode Island Sound","",41.4069,-71.3119,"uhdas off ADCP 300 and 75 KHz off","EN661"
"1575","2021-02-08 13:51:34+00:00","ADCP300","stop","Rhode Island Sound","",41.4069,-71.3119,"uhdas off ADCP 300 and 75 KHz off","EN661"
"1576","2021-02-08 13:51:58+00:00","ADCP75","stop","Rhode Island Sound","",41.4069,-71.3119,"uhdas off ADCP 300 and 75 KHz off","EN661"
"1577","2021-02-08 16:02:42+00:00","Ship","endCruise","GSO dock URI Narragansett Rhode Island","",41.4922,-71.4187,"Ship at the dock.","EN661"
"1578","2021-02-08 16:03:17+00:00","Echosounder12","stop","GSO dock URI Narragansett Rhode Island","",41.4922,-71.4187,"Stop 12 KHz after arriving at GSO dock","EN661"
"1579","2021-02-08 16:03:45+00:00","MeteorologicalSensor","stop","GSO dock URI Narragansett Rhode Island","",41.4922,-71.4187,"Met sensors remain running and logging as usual","EN661"
"1580","2021-06-28 14:26:04+00:00","MeteorologicalSensor","start","","",41.4922,-71.4187,"Met sensors remain running and logging as usual","EN668"
"1581","2021-07-16 13:40:00+00:00","Echosounder12","start","","",41.4922,-71.4187,"","EN668"
"1582","2021-07-16 13:46:00+00:00","Ship","startCruise","","",41.4923,-71.4186,"Off the dock","EN668"
"1583","2021-07-16 13:59:10+00:00","Underway Science seawater impeller","start","","",41.4805,-71.4074,"","EN668"
"1584","2021-07-16 14:00:00+00:00","UHDAS for both ADCPs","start","","",41.4805,-71.4074,"","EN668"
"1585","2021-07-16 14:08:56+00:00","ADCP75","start","","",41.4634,-71.4086,"","EN668"
"1586","2021-07-16 14:08:56+00:00","ADCP300","start","","",41.4634,-71.4086,"","EN668"
"1587","2021-07-16 14:12:07+00:00","Underway Science seawater diaphragm pump","start","","",41.4555,-71.4093,"","EN668"
"1588","2021-07-16 14:34:53+00:00","Thermosalinographs on underway impeller","start","","",41.4063,-71.4179,"","EN668"
"1589","2021-07-16 14:36:03+00:00","Fluorometers on underway impeller","start","","",41.4007,-71.4191,"","EN668"
"1590","2021-07-16 15:15:53+00:00","IFCB continuous","start","","",41.3106,-71.3846,"","EN668"
"1591","2021-07-16 15:53:58+00:00","Attune Flow Cytometer","start","","",41.282,-71.2499,"","EN668"
"1592","2021-07-16 15:54:00+00:00","EIMS","start","","",41.282,-71.2499,"","EN668"
"1593","2021-07-16 18:08:13+00:00","CTD911","deploy","","1",41.1965,-70.8851,"","EN668"
"1594","2021-07-16 18:47:00+00:00","Bongo Net","deploy","L1","B01",41.1898,-70.8795,"","EN668"
"1595","2021-07-16 18:51:00+00:00","Bongo Net","recover","L1","B01",41.188,-70.8788,"","EN668"
"1596","2021-07-16 18:53:00+00:00","Incubation C13","start","L1","1",41.1872,-70.8786,"","EN668"
"1597","2021-07-16 19:31:00+00:00","Sting Ray","deploy towed","L1","tow 1",41.1771,-70.8707,"tow 1","EN668"
"1598","2021-07-16 19:42:00+00:00","Incubation Grazing","start","L1","1",41.1724,-70.8734,"","EN668"
"1599","2021-07-16 20:22:30+00:00","SUNAV2","sync time","","",41.1295,-70.8875,"5sec behind synced after C1 before C2","EN668"
"1600","2021-07-16 20:30:00+00:00","Underway Science seawater impeller","chl discrete","","",41.1198,-70.886,"","EN668"
"1601","2021-07-16 23:40:18+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.8579,-70.8834,"","EN668"
"1602","2021-07-17 01:05:01+00:00","Underway Science seawater impeller","chl discrete","","",40.7391,-70.8838,"","EN668"
"1603","2021-07-17 01:43:26+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.696,-70.8821,"","EN668"
"1604","2021-07-17 01:45:00+00:00","Sting Ray","recover","L4","tow 1",40.6955,-70.8821,"tow 1","EN668"
"1605","2021-07-17 04:28:01+00:00","CTD911","deploy","","2",41.0316,-70.8812,"","EN668"
"1606","2021-07-17 04:50:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",41.0313,-70.8789,"","EN668"
"1607","2021-07-17 04:52:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",41.0312,-70.8787,"","EN668"
"1608","2021-07-17 05:02:00+00:00","Bongo Net","deploy","L2","B02",41.0284,-70.8797,"","EN668"
"1609","2021-07-17 05:18:29+00:00","Incubation C13","start","L2","2",41.0215,-70.8799,"","EN668"
"1610","2021-07-17 05:21:00+00:00","Bongo Net","recover","L2","B02",41.0208,-70.8799,"","EN668"
"1611","2021-07-17 05:39:52+00:00","Incubation Grazing","start","L2","2",41.0116,-70.8809,"","EN668"
"1612","2021-07-17 08:50:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.6961,-70.6709,"","EN668"
"1613","2021-07-17 09:03:23+00:00","Underway Science seawater impeller","chl discrete","","",40.6962,-70.7153,"","EN668"
"1614","2021-07-17 09:07:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.6962,-70.725,"","EN668"
"1615","2021-07-17 09:29:59+00:00","CTD911","deploy","","3",40.6958,-70.7709,"","EN668"
"1616","2021-07-17 10:09:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.6959,-70.8279,"","EN668"
"1617","2021-07-17 10:29:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.6964,-70.8927,"","EN668"
"1618","2021-07-17 10:43:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.6962,-70.9389,"","EN668"
"1619","2021-07-17 11:02:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.6965,-70.9906,"","EN668"
"1620","2021-07-17 11:10:53+00:00","CTD911","deploy","","4",40.6949,-70.9924,"","EN668"
"1621","2021-07-17 12:13:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.696,-71.0764,"","EN668"
"1622","2021-07-17 13:17:54+00:00","CTD911","deploy","","5",40.6944,-70.8809,"","EN668"
"1623","2021-07-17 13:36:50+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.6934,-70.8781,"","EN668"
"1624","2021-07-17 13:38:26+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.6933,-70.8778,"","EN668"
"1625","2021-07-17 13:47:00+00:00","Bongo Net","deploy","L4","B05",40.6909,-70.8762,"start time approximate","EN668"
"1626","2021-07-17 14:06:56+00:00","Incubation C13","start","L4","5",40.68,-70.8717,"","EN668"
"1627","2021-07-17 14:12:00+00:00","Bongo Net","recover","L4","B05",40.6773,-70.8705,"","EN668"
"1628","2021-07-17 14:29:22+00:00","Incubation Grazing","start","L4","5",40.6691,-70.8665,"","EN668"
"1629","2021-07-17 14:55:45+00:00","Underway Science seawater diaphragm pump","DO discrete","","",40.6065,-70.8807,"","EN668"
"1630","2021-07-17 14:56:23+00:00","Underway Science seawater impeller","chl discrete","","",40.6038,-70.8807,"","EN668"
"1631","2021-07-17 15:00:49+00:00","Underway Science seawater diaphragm pump","DO discrete","","",40.5933,-70.8809,"","EN668"
"1632","2021-07-17 15:41:05+00:00","CTD911","deploy","","6",40.5141,-70.8802,"","EN668"
"1633","2021-07-17 16:30:51+00:00","Underway Science seawater impeller","chl discrete","","",40.5167,-70.8796,"","EN668"
"1634","2021-07-17 18:03:22+00:00","Sting Ray","deploy towed","L5","tow 2",40.5093,-70.8826,"","EN668"
"1635","2021-07-17 18:40:56+00:00","Incubation C13","stop","L1","1",40.5553,-70.8827,"","EN668"
"1636","2021-07-17 19:15:00+00:00","Underway Science seawater diaphragm pump","IFCB discrete","","UW1",40.6052,-70.8821,"UW1 run on both discrete IFCBs 101 and 115","EN668"
"1637","2021-07-17 19:45:22+00:00","Incubation Grazing","stop","L1","1",40.6506,-70.8788,"","EN668"
"1638","2021-07-17 20:20:00+00:00","Sting Ray","recover","L4","tow 2",40.6986,-70.8811,"","EN668"
"1639","2021-07-17 20:32:39+00:00","SUNAV2","sync time","","",40.7023,-70.8856,"0sec diff prior to C7","EN668"
"1640","2021-07-17 20:41:32+00:00","Underway Science seawater impeller","chl discrete","","",40.6774,-70.887,"","EN668"
"1641","2021-07-17 21:55:10+00:00","CTD911","deploy","","7",40.5143,-70.8815,"","EN668"
"1642","2021-07-17 22:02:04+00:00","Underway Science seawater impeller","chl discrete","","",40.515,-70.8807,"","EN668"
"1643","2021-07-17 22:27:00+00:00","Bongo Net","deploy","L5","B07",40.5145,-70.876,"","EN668"
"1644","2021-07-17 22:44:00+00:00","Bongo Net","recover","L5","B07",40.5061,-70.8706,"","EN668"
"1645","2021-07-17 23:05:24+00:00","Sting Ray","deploy towed","L5","tow 3",40.5055,-70.8797,"","EN668"
"1646","2021-07-18 01:24:32+00:00","Underway Science seawater impeller","chl discrete","","",40.3158,-70.8839,"","EN668"
"1647","2021-07-18 02:31:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.2243,-70.8856,"","EN668"
"1648","2021-07-18 03:04:36+00:00","Underway Science seawater diaphragm pump","DO discrete","","",40.1776,-70.8832,"","EN668"
"1649","2021-07-18 03:08:45+00:00","Underway Science seawater diaphragm pump","DO discrete","","",40.1721,-70.8828,"","EN668"
"1650","2021-07-18 03:37:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.1337,-70.8789,"","EN668"
"1651","2021-07-18 04:01:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.1014,-70.8844,"","EN668"
"1652","2021-07-18 05:19:00+00:00","Incubation C13","stop","L2","2",40.0001,-70.8949,"","EN668"
"1653","2021-07-18 05:56:21+00:00","Incubation Grazing","stop","L2","2",39.9638,-70.9008,"","EN668"
"1654","2021-07-18 06:04:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",39.9589,-70.9025,"","EN668"
"1655","2021-07-18 06:15:00+00:00","Sting Ray","recover","L10","tow 3",39.9528,-70.9051,"","EN668"
"1656","2021-07-18 06:51:04+00:00","Underway Science seawater impeller","chl discrete","","",39.9392,-70.9069,"","EN668"
"1657","2021-07-18 07:09:51+00:00","CTD911","deploy","","8",39.931,-70.9074,"","EN668"
"1658","2021-07-18 07:24:55+00:00","Underway Science seawater diaphragm pump","DO discrete","","",39.9279,-70.9047,"","EN668"
"1659","2021-07-18 07:30:22+00:00","Underway Science seawater diaphragm pump","DO discrete","","",39.9264,-70.9038,"","EN668"
"1660","2021-07-18 08:24:00+00:00","Bongo Net","deploy","L10","B08",39.909,-70.8957,"","EN668"
"1661","2021-07-18 09:01:30+00:00","Bongo Net","recover","L10","B08",39.8887,-70.8887,"","EN668"
"1662","2021-07-18 09:59:00+00:00","Underway Science seawater diaphragm pump","DO discrete","","",39.7712,-70.8773,"","EN668"
"1663","2021-07-18 10:02:13+00:00","Underway Science seawater diaphragm pump","DO discrete","","",39.7709,-70.862,"","EN668"
"1664","2021-07-18 10:23:41+00:00","Underway Science seawater impeller","chl discrete","","",39.7706,-70.7827,"","EN668"
"1665","2021-07-18 11:00:12+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",39.7734,-70.6703,"","EN668"
"1666","2021-07-18 11:14:39+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",39.7734,-70.72,"","EN668"
"1667","2021-07-18 11:40:35+00:00","CTD911","deploy","","9",39.7678,-70.7785,"","EN668"
"1668","2021-07-18 12:44:39+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",39.7733,-70.8343,"","EN668"
"1669","2021-07-18 13:01:04+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",39.7729,-70.8897,"","EN668"
"1670","2021-07-18 13:16:32+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",39.7729,-70.9382,"","EN668"
"1671","2021-07-18 13:36:16+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",39.7719,-70.9928,"","EN668"
"1672","2021-07-18 13:39:35+00:00","CTD911","deploy","","10",39.7711,-70.993,"","EN668"
"1673","2021-07-18 13:46:00+00:00","Incubation C13","stop","L4","5",39.7694,-70.9934,"","EN668"
"1674","2021-07-18 14:53:17+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",39.773,-71.1004,"","EN668"
"1675","2021-07-18 14:56:00+00:00","Incubation Grazing","stop","L4","5",39.7733,-71.1068,"","EN668"
"1676","2021-07-18 16:14:11+00:00","CTD911","deploy","","11",39.7739,-70.8801,"","EN668"
"1677","2021-07-18 16:35:18+00:00","Underway Science seawater impeller","chl discrete","","",39.7713,-70.879,"","EN668"
"1678","2021-07-18 16:40:15+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",39.7702,-70.8792,"","EN668"
"1679","2021-07-18 16:42:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",39.77,-70.8792,"","EN668"
"1680","2021-07-18 17:18:39+00:00","Bongo Net","deploy","L11","B11",39.762,-70.8786,"","EN668"
"1681","2021-07-18 17:36:05+00:00","Incubation C13","start","L11","11",39.7547,-70.8793,"","EN668"
"1682","2021-07-18 17:45:42+00:00","Bongo Net","recover","L11","B11",39.751,-70.8795,"","EN668"
"1683","2021-07-18 18:27:00+00:00","RMT10 Midwater Trawl (Tucker-style)","deploy","L11","1",39.736,-70.8865,"","EN668"
"1684","2021-07-18 18:40:05+00:00","Incubation Grazing","start","L11","11",39.7311,-70.8897,"","EN668"
"1685","2021-07-18 19:24:00+00:00","RMT10 Midwater Trawl (Tucker-style)","other","L11","1",39.7128,-70.8952,"at depth","EN668"
"1686","2021-07-18 19:27:50+00:00","Underway Science seawater impeller","chl discrete","","",39.7109,-70.8954,"","EN668"
"1687","2021-07-18 20:48:15+00:00","SUNAV2","sync time","","",39.6716,-70.9011,"approx 1 sec slow during trawl next cast is C12","EN668"
"1688","2021-07-18 21:20:32+00:00","RMT10 Midwater Trawl (Tucker-style)","other","L11","1",39.6567,-70.9009,"haul back","EN668"
"1689","2021-07-18 22:18:11+00:00","Underway Science seawater diaphragm pump","IFCB discrete","","UW2",39.6288,-70.8968,"UW2 run on both discrete IFCBs 101 and 115","EN668"
"1690","2021-07-18 22:55:01+00:00","RMT10 Midwater Trawl (Tucker-style)","recover","L11","1",39.6091,-70.8985,"at surface","EN668"
"1691","2021-07-19 00:11:43+00:00","Sting Ray","deploy towed","L11","tow 4",39.7603,-70.8819,"","EN668"
"1692","2021-07-19 01:00:00+00:00","Sting Ray","recover","L11","tow 4",39.7885,-70.883,"aborted deep tow due to comms failure","EN668"
"1693","2021-07-19 01:33:28+00:00","Underway Science seawater impeller","chl discrete","","",39.7999,-70.8896,"","EN668"
"1694","2021-07-19 03:24:55+00:00","Underway Science seawater impeller","chl discrete","","",39.7674,-70.9174,"","EN668"
"1695","2021-07-19 04:05:50+00:00","Sting Ray","deploy towed","L11","tow 5",39.782,-70.8843,"","EN668"
"1696","2021-07-19 06:37:07+00:00","Sting Ray","recover","L10.5","tow 5",39.8494,-70.8977,"","EN668"
"1697","2021-07-19 07:06:30+00:00","Underway Science seawater impeller","chl discrete","","",39.9155,-70.8937,"","EN668"
"1698","2021-07-19 08:10:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.0886,-70.8862,"","EN668"
"1699","2021-07-19 08:18:31+00:00","Underway Science seawater diaphragm pump","DO discrete","","",40.1016,-70.8687,"","EN668"
"1700","2021-07-19 08:21:03+00:00","Underway Science seawater diaphragm pump","DO discrete","","",40.1012,-70.8575,"","EN668"
"1701","2021-07-19 09:20:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.0955,-70.6696,"","EN668"
"1702","2021-07-19 09:35:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.0974,-70.7242,"","EN668"
"1703","2021-07-19 09:55:20+00:00","CTD911","deploy","","12",40.0955,-70.7727,"","EN668"
"1704","2021-07-19 10:36:56+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.0976,-70.8292,"","EN668"
"1705","2021-07-19 10:55:04+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.0983,-70.8995,"","EN668"
"1706","2021-07-19 11:08:15+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.0982,-70.9483,"","EN668"
"1707","2021-07-19 11:21:21+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.0974,-70.9949,"","EN668"
"1708","2021-07-19 11:33:18+00:00","CTD911","deploy","","13",40.0928,-71.005,"","EN668"
"1709","2021-07-19 11:53:58+00:00","Underway Science seawater impeller","chl discrete","","",40.0897,-71.0066,"","EN668"
"1710","2021-07-19 12:22:20+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.0997,-71.1065,"","EN668"
"1711","2021-07-19 13:44:36+00:00","CTD911","deploy","","14",40.0973,-70.8848,"","EN668"
"1712","2021-07-19 13:52:00+00:00","Other","end","L9","1",40.0979,-70.8845,"hand plankton net recovered (ring net 200 um mesh, 90 ft line)","EN668"
"1713","2021-07-19 13:52:00+00:00","Other","start","L9","1",40.0979,-70.8845,"hand deployed 200 um ring net with 90 ft line.","EN668"
"1714","2021-07-19 14:38:00+00:00","Bongo Net","deploy","L9","B14",40.0957,-70.8737,"","EN668"
"1715","2021-07-19 14:56:00+00:00","Bongo Net","recover","L9","B14",40.0886,-70.8721,"","EN668"
"1716","2021-07-19 15:57:00+00:00","Bongo Net","deploy","L8","B15",40.1348,-70.7717,"at surface until 1602 due to software issue","EN668"
"1717","2021-07-19 16:25:00+00:00","Bongo Net","recover","L8","B15",40.1254,-70.761,"","EN668"
