"","dateTime8601","Instrument","Action","Station","Cast","Latitude","Longitude","Comment","Cruise"
"1339","2020-10-17 17:22:49+00:00","ADCP75","other","L2-L1.5","",41.0956,-70.8833,"	ADCPs (both) Stop recording Bottom Track from Off to On then Start recording again ","EN657"
"1340","2020-10-17 17:22:49+00:00","ADCP300","other","L2-L1.5","",41.0956,-70.8833,"	ADCPs (both) Stop recording Bottom Track from Off to On then Start recording again ","EN657"
"1341","2020-10-17 18:10:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","L1 pass","",41.202,-70.8817,"bottle 167 duplicate","EN657"
"1342","2020-10-17 18:11:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","L1 pass","",41.2038,-70.8802,"bottle 199 duplicate","EN657"
"1343","2020-10-17 19:33:45+00:00","Sting Ray","deploy towed","L1","007",41.2061,-70.8796,"","EN657"
"1344","2020-10-17 20:39:00+00:00","Underway Science seawater impeller","chl discrete","","",41.1221,-70.8833,"","EN657"
"1345","2020-10-17 21:32:00+00:00","Underway Science seawater impeller","chl discrete","","",41.0509,-70.8854,"","EN657"
"1346","2020-10-17 22:10:36+00:00","SUNAV2","sync time","","",40.9995,-70.8857,"just under 2 sec slow before C20","EN657"
"1347","2020-10-17 22:50:36+00:00","Sting Ray","recover","L2.25","007",40.9989,-70.8849,"","EN657"
"1348","2020-10-17 22:56:00+00:00","Underway Science seawater impeller","chl discrete","","",41.0134,-70.8842,"","EN657"
"1349","2020-10-17 22:59:45+00:00","Underway Science seawater diaphragm pump","TOI discrete","L2 pass again","",41.025,-70.8838,"bottle 419 duplicate","EN657"
"1350","2020-10-17 23:02:45+00:00","Underway Science seawater diaphragm pump","TOI discrete","L2 pass again","",41.0337,-70.8838,"bottle 401 duplicate","EN657"
"1351","2020-10-17 23:57:45+00:00","Underway Science seawater diaphragm pump","TOI discrete","L1 pass again","",41.1964,-70.8834,"bottle 397 duplicate","EN657"
"1352","2020-10-17 23:58:45+00:00","Underway Science seawater diaphragm pump","TOI discrete","L1 pass again","",41.1992,-70.8847,"bottle 231 duplicate","EN657"
"1353","2020-10-18 00:13:00+00:00","Underway Science seawater impeller","chl discrete","","",41.2029,-70.8365,"","EN657"
"1354","2020-10-18 00:32:00+00:00","Incubation C13","stop","L6","",41.2021,-70.764,"","EN657"
"1355","2020-10-18 00:56:37+00:00","Incubation Grazing","stop","L6","017",41.2487,-70.6888,"","EN657"
"1356","2020-10-18 01:45:05+00:00","CTD911","deploy","","20",41.3205,-70.5779,"","EN657"
"1357","2020-10-18 02:07:00+00:00","Bongo Net","deploy","MVCO","B20",41.322,-70.5788,"","EN657"
"1358","2020-10-18 02:08:00+00:00","Underway Science seawater impeller","chl discrete","","",41.3218,-70.5792,"","EN657"
"1359","2020-10-18 02:11:00+00:00","Bongo Net","recover","MVCO","B20",41.3212,-70.5803,"","EN657"
"1360","2020-10-18 04:11:00+00:00","Underway Science seawater impeller","chl discrete","","",41.2341,-70.6935,"","EN657"
"1361","2020-10-18 04:32:00+00:00","Underway Science seawater impeller","chl discrete","","",41.2129,-70.7213,"","EN657"
"1362","2020-10-18 05:03:54+00:00","Other","end","","",41.1916,-70.7717,"HOBO temperature light sensors","EN657"
"1363","2020-10-18 05:04:41+00:00","Other","end","","",41.1915,-70.7736,"Incubation Tanks Start Filling","EN657"
"1364","2020-10-18 08:47:48+00:00","SUNAV2","sync time","","",41.32,-71.1484,"1 sec slow after C20 end of cruise","EN657"
"1365","2020-10-18 10:21:06+00:00","Attune Flow Cytometer","stop","","",41.395,-71.2977,"","EN657"
"1366","2020-10-18 10:21:27+00:00","IFCB continuous","stop","","",41.395,-71.2977,"","EN657"
"1367","2020-10-18 10:48:03+00:00","EIMS","stop","WAIT waypoint","",41.3979,-71.3012,"","EN657"
"1368","2020-10-18 11:43:00+00:00","Thermosalinographs on underway impeller","stop","","",41.409,-71.3358,"SBE21 thermosalinograph stopped and both WETStar and ECO fluorometers are connected to SBE21","EN657"
"1369","2020-10-18 11:43:00+00:00","Fluorometers on underway impeller","stop","","",41.409,-71.3358,"SBE21 thermosalinograph stopped and both WETStar and ECO fluorometers are connected to SBE21","EN657"
"1370","2020-10-18 11:43:15+00:00","Thermosalinographs on underway impeller","stop","","",41.4097,-71.3384,"SBE45 continuously running and pumps stopped","EN657"
"1371","2020-10-18 11:45:00+00:00","Underway Science seawater diaphragm pump","stop","","",41.4103,-71.341,"Pump (motor-driven diaphragm pump) off and water valves closed to that flow through system","EN657"
"1372","2020-10-18 11:45:00+00:00","Underway Science seawater impeller","stop","","",41.4103,-71.341,"Pump (magnetic impeller pump) off and water valves closed to flow through system","EN657"
"1373","2020-10-18 12:30:56+00:00","UHDAS for both ADCPs","stop","","",41.4721,-71.4083,"","EN657"
"1374","2020-10-18 12:32:04+00:00","ADCP300","stop","","",41.4775,-71.4081,"","EN657"
"1375","2020-10-18 12:32:25+00:00","ADCP75","stop","","",41.4775,-71.4081,"","EN657"
"1376","2020-10-18 13:15:00+00:00","Ship","endCruise","","",41.4922,-71.4187,"Lines over to dock at GSO Narragansett Rhode Island","EN657"
"1377","2020-10-18 13:17:00+00:00","Echosounder12","stop","","",41.4922,-71.4187,"Stop 12 KHz after arriving at GSO dock","EN657"
"1378","2020-10-18 13:32:58+00:00","Ship","endCruise","","",41.4922,-71.4188,"Ship at the dock. Switch power from ship to shore.","EN657"
"1379","2020-10-18 13:38:10+00:00","MeteorologicalSensor","other","","",41.4922,-71.4187,"Met sensors remain running and logging as usual","EN657"
"1380","2021-02-03 14:36:12+00:00","MeteorologicalSensor","start","","",41.4922,-71.4187,"Met sensors remain running and logging as usual","EN661"
"1381","2021-02-03 14:36:54+00:00","Echosounder12","start","","",41.4922,-71.4187,"Start 12 KHz before leaving dock","EN661"
"1382","2021-02-03 14:41:48+00:00","Other","start","","",41.4922,-71.4187,"hobo loggers start","EN661"
"1383","2021-02-03 15:11:20+00:00","Ship","startCruise","","",41.4885,-71.4103,"Gangway removed - from ship to dock","EN661"
"1384","2021-02-03 15:56:00+00:00","UHDAS for both ADCPs","start","","",41.4141,-71.3837,"","EN661"
"1385","2021-02-03 15:56:12+00:00","ADCP300","start","","",41.4127,-71.3806,"","EN661"
"1386","2021-02-03 15:56:12+00:00","ADCP75","start","","",41.4127,-71.3806,"","EN661"
"1387","2021-02-03 16:20:20+00:00","Underway Science seawater impeller","start","","",41.3799,-71.3047,"","EN661"
"1388","2021-02-03 16:22:13+00:00","Thermosalinographs on underway impeller","start","","",41.3771,-71.298,"","EN661"
"1389","2021-02-03 16:22:39+00:00","Fluorometers on underway impeller","start","","",41.3771,-71.298,"","EN661"
"1390","2021-02-03 16:39:24+00:00","Underway Science seawater diaphragm pump","start","","",41.3539,-71.2409,"","EN661"
"1391","2021-02-03 16:47:00+00:00","Underway Science seawater impeller","chl discrete","","",41.3445,-71.2174,"","EN661"
"1392","2021-02-03 17:14:45+00:00","EIMS","start","","",41.3068,-71.1225,"","EN661"
"1393","2021-02-03 17:16:00+00:00","IFCB continuous","start","","",41.3055,-71.119,"Two IFCB on underway","EN661"
"1394","2021-02-03 17:30:00+00:00","Attune Flow Cytometer","start","","",41.2858,-71.0723,"","EN661"
"1395","2021-02-03 18:52:45+00:00","CTD911","deploy","","1",41.1993,-70.8809,"","EN661"
"1396","2021-02-03 19:31:00+00:00","Bongo Net","deploy","L1","001",41.2022,-70.8788,"","EN661"
"1397","2021-02-03 19:36:00+00:00","Bongo Net","recover","L1","001",41.2003,-70.8768,"","EN661"
"1398","2021-02-03 19:45:00+00:00","Incubation C13","start","L1","",41.1971,-70.8732,"","EN661"
"1399","2021-02-03 20:03:28+00:00","Sting Ray","deploy towed","L1","001",41.1852,-70.8697,"","EN661"
"1400","2021-02-03 20:06:00+00:00","Incubation Grazing Microplastics","start","L1","001",41.1844,-70.8692,"","EN661"
"1401","2021-02-03 20:06:00+00:00","Incubation Grazing","start","L1","001",41.1844,-70.8692,"","EN661"
"1402","2021-02-03 20:42:33+00:00","Echosounder12","other","","",41.1447,-70.8828,"12 KHz echosounder turned itself off and was turned back on 2042-2059z","EN661"
"1403","2021-02-04 00:08:47+00:00","Underway Science seawater impeller","chl discrete","","",40.8577,-70.884,"","EN661"
"1404","2021-02-04 00:25:45+00:00","Sting Ray","recover","L3","001",40.8595,-70.8785,"","EN661"
"1405","2021-02-04 01:50:03+00:00","CTD911","deploy","","2",41.0298,-70.8875,"","EN661"
"1406","2021-02-04 02:05:36+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",41.031,-70.889,"","EN661"
"1407","2021-02-04 02:07:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",41.0311,-70.8891,"","EN661"
"1408","2021-02-04 02:24:00+00:00","Bongo Net","deploy","L2","002",41.0328,-70.8921,"","EN661"
"1409","2021-02-04 02:36:00+00:00","Bongo Net","recover","L2","002",41.0354,-70.9001,"","EN661"
"1410","2021-02-04 02:38:00+00:00","Incubation C13","start","L2","002",41.0359,-70.9015,"","EN661"
"1411","2021-02-04 02:57:28+00:00","Incubation Grazing","start","L2","002",41.0362,-70.8972,"","EN661"
"1412","2021-02-04 08:06:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.6968,-70.6545,"","EN661"
"1413","2021-02-04 08:26:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.6962,-70.7203,"","EN661"
"1414","2021-02-04 08:53:09+00:00","CTD911","deploy","","3",40.6976,-70.7734,"","EN661"
"1415","2021-02-04 09:38:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.6972,-70.8261,"","EN661"
"1416","2021-02-04 09:55:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.6967,-70.8805,"","EN661"
"1417","2021-02-04 10:13:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.6958,-70.9385,"","EN661"
"1418","2021-02-04 10:36:39+00:00","CTD911","deploy","","4",40.6971,-70.9925,"","EN661"
"1419","2021-02-04 11:03:00+00:00","Underway Science seawater impeller","chl discrete","","",40.6999,-70.9988,"","EN661"
"1420","2021-02-04 11:41:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.6966,-71.0974,"","EN661"
"1421","2021-02-04 12:57:30+00:00","CTD911","deploy","","5",40.6973,-70.8834,"","EN661"
"1422","2021-02-04 13:12:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.6964,-70.8876,"","EN661"
"1423","2021-02-04 13:14:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.6963,-70.8881,"","EN661"
"1424","2021-02-04 13:24:00+00:00","Bongo Net","deploy","L4","005",40.6968,-70.89,"","EN661"
"1425","2021-02-04 13:42:00+00:00","Bongo Net","recover","L4","005",40.6983,-70.9009,"","EN661"
"1426","2021-02-04 13:48:00+00:00","Incubation C13","start","L4","",40.6991,-70.903,"","EN661"
"1427","2021-02-04 13:57:53+00:00","Incubation Grazing Microplastics","start","L4","",40.7016,-70.9061,"","EN661"
"1428","2021-02-04 13:58:07+00:00","Incubation Grazing","start","L4","",40.7018,-70.9062,"","EN661"
"1429","2021-02-04 15:46:44+00:00","CTD911","deploy","","6",40.5125,-70.8844,"","EN661"
"1430","2021-02-04 16:10:00+00:00","Bongo Net","deploy","L5","006",40.5146,-70.8933,"","EN661"
"1431","2021-02-04 16:30:00+00:00","Bongo Net","recover","L5","006",40.5198,-70.904,"","EN661"
"1432","2021-02-04 16:40:00+00:00","Underway Science seawater diaphragm pump","DO discrete","","",40.52,-70.9065,"","EN661"
"1433","2021-02-04 16:44:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.5181,-70.9023,"","EN661"
"1434","2021-02-04 17:12:30+00:00","Sting Ray","deploy towed","L5","002",40.5175,-70.8902,"","EN661"
"1435","2021-02-04 18:53:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.3985,-70.8838,"","EN661"
"1436","2021-02-04 19:17:44+00:00","Incubation C13","stop","L1","",40.365,-70.8773,"","EN661"
"1437","2021-02-04 20:03:56+00:00","Incubation Grazing","stop","L1","",40.3034,-70.8825,"","EN661"
"1438","2021-02-04 20:04:32+00:00","Incubation Grazing Microplastics","stop","L1","",40.3021,-70.8826,"","EN661"
"1439","2021-02-04 21:07:23+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.2199,-70.884,"","EN661"
"1440","2021-02-04 23:24:00+00:00","Underway Science seawater impeller","chl discrete","","",40.0345,-70.8853,"","EN661"
"1441","2021-02-04 23:55:00+00:00","Sting Ray","recover","L9.5","002",40.0081,-70.8926,"","EN661"
"1442","2021-02-05 00:48:20+00:00","CTD911","deploy","","7",39.9405,-70.8903,"","EN661"
"1443","2021-02-05 01:50:00+00:00","Bongo Net","deploy","L10","007",39.9396,-70.8898,"","EN661"
"1444","2021-02-05 01:53:50+00:00","Incubation C13","stop","L2","",39.9393,-70.8929,"","EN661"
"1445","2021-02-05 02:28:00+00:00","Bongo Net","recover","L10","007",39.94,-70.9169,"","EN661"
"1446","2021-02-05 02:39:00+00:00","Incubation Grazing","stop","L2","",39.9404,-70.9189,"","EN661"
"1447","2021-02-05 08:10:33+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",39.7726,-70.6722,"","EN661"
"1448","2021-02-05 08:24:52+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",39.7736,-70.7218,"","EN661"
"1449","2021-02-05 08:47:51+00:00","CTD911","deploy","","8",39.7731,-70.7746,"","EN661"
"1450","2021-02-05 09:15:00+00:00","Fluorometers on underway impeller","other","L11","",39.7691,-70.7723,"clean WETStar Fluorometer on SBE21 impeller pump sci sw system near end of CTD cast EN661_008.. Value seemed high compared to CTD and TSal ECOFluors. It seemed clean though.","EN661"
"1451","2021-02-05 09:50:49+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",39.7726,-70.833,"","EN661"
"1452","2021-02-05 09:51:00+00:00","Underway Science seawater impeller","chl discrete","","",39.7726,-70.833,"","EN661"
"1453","2021-02-05 10:21:18+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",39.7736,-70.943,"","EN661"
"1454","2021-02-05 10:25:00+00:00","Underway Science seawater impeller","chl discrete","","",39.7738,-70.954,"","EN661"
"1455","2021-02-05 10:41:25+00:00","CTD911","deploy","","9",39.7743,-70.9918,"","EN661"
"1456","2021-02-05 11:59:17+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",39.7714,-71.1033,"","EN661"
"1457","2021-02-05 13:08:01+00:00","CTD911","deploy","","10",39.7725,-70.8816,"","EN661"
"1458","2021-02-05 13:46:46+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",39.7705,-70.8726,"","EN661"
"1459","2021-02-05 13:48:06+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",39.7704,-70.8723,"","EN661"
"1460","2021-02-05 13:55:00+00:00","Bongo Net","deploy","L11","010",39.7692,-70.8712,"","EN661"
"1461","2021-02-05 14:14:17+00:00","Incubation C13","start","L11","",39.7632,-70.8691,"","EN661"
"1462","2021-02-05 14:33:00+00:00","Bongo Net","recover","L11","010",39.7574,-70.8677,"The cod end on the 335um mesh net broke as it hit the side of the ship during recovery.","EN661"
"1463","2021-02-05 14:43:44+00:00","Incubation Grazing","start","L11","",39.754,-70.8675,"","EN661"
"1464","2021-02-05 15:11:04+00:00","RMT10 Midwater Trawl (Tucker-style)","deploy","L11","001",39.7684,-70.8858,"","EN661"
"1465","2021-02-05 15:11:23+00:00","Incubation C13","stop","L4","",39.7684,-70.8858,"","EN661"
"1466","2021-02-05 15:26:33+00:00","RMT10 Midwater Trawl (Tucker-style)","recover","L11","001",39.7693,-70.8912,"","EN661"
"1467","2021-02-05 15:27:30+00:00","RMT10 Midwater Trawl (Tucker-style)","deploy","L11","002",39.7693,-70.8917,"added bar weights and redeployed after mistake on 001","EN661"
"1468","2021-02-05 16:05:35+00:00","Incubation Grazing Microplastics","stop","L4","",39.7698,-70.9097,"","EN661"
"1469","2021-02-05 16:05:55+00:00","Incubation Grazing","stop","L4","",39.7698,-70.9097,"","EN661"
"1470","2021-02-05 16:14:20+00:00","RMT10 Midwater Trawl (Tucker-style)","other","L11","002",39.7702,-70.9141,"hold at wire 1376 m","EN661"
"1471","2021-02-05 16:16:00+00:00","RMT10 Midwater Trawl (Tucker-style)","other","L11","002",39.7703,-70.9146,"start hauling back from max depth at 15-20 m/min, ~35 wire angle, 1370m wire out.","EN661"
"1472","2021-02-05 16:33:30+00:00","Underway Science seawater diaphragm pump","DO discrete","","",39.7712,-70.9231,"","EN661"
"1473","2021-02-05 16:35:01+00:00","Underway Science seawater diaphragm pump","DO discrete","","",39.7713,-70.9242,"","EN661"
"1474","2021-02-05 16:37:24+00:00","Underway Science seawater diaphragm pump","DO discrete","","",39.7716,-70.9253,"","EN661"
"1475","2021-02-05 17:29:00+00:00","Underway Science seawater impeller","chl discrete","","",39.774,-70.9561,"","EN661"
"1476","2021-02-05 17:40:00+00:00","RMT10 Midwater Trawl (Tucker-style)","recover","L11","",39.7729,-70.961,"","EN661"
"1477","2021-02-05 18:31:05+00:00","Sting Ray","deploy towed","L11","003",39.7651,-70.9664,"","EN661"
"1478","2021-02-05 22:01:00+00:00","Underway Science seawater impeller","chl discrete","","",39.8762,-70.8832,"","EN661"
"1479","2021-02-05 23:18:00+00:00","Sting Ray","recover","L10","003",39.9353,-70.8959,"Time and station are not correct. Please edit with correct info","EN661"
"1480","2021-02-05 23:31:53+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",39.9462,-70.9016,"","EN661"
"1481","2021-02-06 00:41:04+00:00","CTD911","deploy","","11",39.9336,-70.7753,"","EN661"
"1482","2021-02-06 01:59:00+00:00","Underway Science seawater impeller","chl discrete","","",39.935,-70.8369,"","EN661"
"1483","2021-02-06 08:30:46+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.1013,-70.6425,"","EN661"
"1484","2021-02-06 08:56:22+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.099,-70.7288,"","EN661"
"1485","2021-02-06 09:28:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.0998,-70.7887,"","EN661"
"1486","2021-02-06 09:46:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.1026,-70.8362,"","EN661"
"1487","2021-02-06 09:59:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.1033,-70.872,"","EN661"
"1488","2021-02-06 10:54:22+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.2227,-70.8923,"","EN661"
"1489","2021-02-06 12:02:48+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.3539,-70.8922,"","EN661"
"1490","2021-02-06 13:09:55+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.511,-70.8672,"","EN661"
"1491","2021-02-06 14:04:46+00:00","Incubation C13","stop","L11","",40.6475,-70.8866,"","EN661"
"1492","2021-02-06 14:05:11+00:00","Incubation Grazing","stop","L11","",40.65,-70.8871,"","EN661"
"1493","2021-02-06 14:23:54+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.6962,-70.8842,"","EN661"
"1494","2021-02-06 15:36:00+00:00","Bongo Net","deploy","L3","012",40.8616,-70.8853,"","EN661"
"1495","2021-02-06 15:52:00+00:00","Bongo Net","recover","L3","012",40.8542,-70.8887,"","EN661"
"1496","2021-02-06 16:10:19+00:00","CTD911","deploy","","12",40.8635,-70.8825,"","EN661"
"1497","2021-02-06 16:43:55+00:00","Sting Ray","deploy towed","L3","004",40.8571,-70.8869,"","EN661"
"1498","2021-02-06 17:42:08+00:00","Incubation Grazing","start","L3","12",40.9197,-70.883,"","EN661"
"1499","2021-02-06 18:25:00+00:00","Underway Science seawater impeller","chl discrete","","",40.9766,-70.8807,"","EN661"
"1500","2021-02-06 19:03:03+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",41.0298,-70.8812,"","EN661"
"1501","2021-02-06 21:12:12+00:00","Sting Ray","recover","L1.2","004",41.1647,-70.8932,"","EN661"
"1502","2021-02-06 21:19:21+00:00","CTD911","deploy","","13",41.1637,-70.8929,"","EN661"
"1503","2021-02-06 21:48:00+00:00","Incubation Grazing","start","L1.2","013",41.1597,-70.8912,"","EN661"
"1504","2021-02-06 21:48:00+00:00","Incubation C13","start","L1.2","13",41.1597,-70.8912,"","EN661"
"1505","2021-02-07 00:41:01+00:00","CTD911","deploy","","14",41.3203,-70.5765,"","EN661"
"1506","2021-02-07 00:59:00+00:00","Bongo Net","deploy","MVCO","014",41.3157,-70.5789,"","EN661"
"1507","2021-02-07 01:04:00+00:00","Bongo Net","recover","MVCO","014",41.3135,-70.579,"","EN661"
"1508","2021-02-07 03:11:00+00:00","Underway Science seawater impeller","chl discrete","","",41.2027,-70.8727,"","EN661"
"1509","2021-02-07 05:38:01+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",41.0308,-70.6564,"","EN661"
"1510","2021-02-07 05:57:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",41.0307,-70.7141,"","EN661"
"1511","2021-02-07 06:23:18+00:00","CTD911","deploy","","15",41.0297,-70.7709,"","EN661"
"1512","2021-02-07 07:15:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",41.0316,-70.8707,"","EN661"
"1513","2021-02-07 07:32:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",41.0313,-70.9295,"","EN661"
"1514","2021-02-07 08:04:35+00:00","CTD911","deploy","","16",41.0306,-70.9921,"","EN661"
"1515","2021-02-07 08:55:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",41.0297,-71.1002,"","EN661"
"1516","2021-02-07 10:11:33+00:00","CTD911","deploy","","17",41.0321,-70.8847,"","EN661"
"1517","2021-02-07 11:15:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.9958,-70.8774,"","EN661"
"1518","2021-02-07 11:27:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.9683,-70.8788,"","EN661"
"1519","2021-02-07 11:40:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.935,-70.8805,"","EN661"
"1520","2021-02-07 11:53:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.902,-70.8827,"","EN661"
"1521","2021-02-07 12:07:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.8662,-70.884,"","EN661"
"1522","2021-02-07 12:16:12+00:00","CTD911","deploy","","18",40.864,-70.8793,"","EN661"
"1523","2021-02-07 13:13:08+00:00","CTD911","deploy","","19",40.8634,-70.7717,"","EN661"
"1524","2021-02-07 13:19:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.8635,-70.7705,"","EN661"
"1525","2021-02-07 13:45:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.9091,-70.7714,"","EN661"
"1526","2021-02-07 14:02:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.9535,-70.7717,"","EN661"
"1527","2021-02-07 14:35:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",41.0406,-70.774,"","EN661"
"1528","2021-02-07 14:57:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",41.0995,-70.7765,"","EN661"
"1529","2021-02-07 15:23:00+00:00","Underway Science seawater impeller","chl discrete","","",41.1686,-70.7755,"","EN661"
"1530","2021-02-07 15:33:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",41.1953,-70.7758,"","EN661"
"1531","2021-02-07 15:41:58+00:00","CTD911","deploy","","20",41.2028,-70.7735,"","EN661"
"1532","2021-02-07 16:22:00+00:00","Underway Science seawater impeller","chl discrete","","",41.2026,-70.8744,"","EN661"
"1533","2021-02-07 16:38:00+00:00","Underway Science seawater impeller","chl discrete","","",41.2029,-70.9313,"","EN661"
"1534","2021-02-07 17:01:23+00:00","CTD911","deploy","","21",41.2036,-70.994,"","EN661"
"1535","2021-02-07 17:12:04+00:00","Incubation Grazing","stop","L3","",41.2054,-70.9949,"","EN661"
"1536","2021-02-07 17:16:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",41.2048,-70.9948,"","EN661"
"1537","2021-02-07 17:48:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",41.1253,-70.9961,"","EN661"
"1538","2021-02-07 18:13:15+00:00","Underway Science seawater diaphragm pump","IFCB discrete","","UW1",41.0597,-70.9953,"","EN661"
"1539","2021-02-07 18:19:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",41.0472,-70.9953,"","EN661"
"1540","2021-02-07 18:38:00+00:00","Underway Science seawater impeller","chl discrete","","",41.0037,-70.9947,"","EN661"
"1541","2021-02-07 19:00:00+00:00","Underway Science seawater impeller","chl discrete","","",40.9481,-70.9949,"","EN661"
"1542","2021-02-07 19:01:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.9455,-70.9949,"","EN661"
"1543","2021-02-07 19:32:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.8657,-70.9969,"","EN661"
"1544","2021-02-07 19:44:41+00:00","CTD911","deploy","","22",40.866,-70.9987,"","EN661"
"1545","2021-02-07 20:45:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.8613,-70.893,"","EN661"
"1546","2021-02-07 21:19:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.9361,-70.8883,"","EN661"
"1547","2021-02-07 21:55:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",41.0177,-70.888,"","EN661"
"1548","2021-02-07 22:06:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",41.0431,-70.887,"","EN661"
"1549","2021-02-07 22:09:00+00:00","Underway Science seawater impeller","chl discrete","","",41.0502,-70.8863,"","EN661"
"1550","2021-02-07 22:33:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",41.108,-70.8845,"","EN661"
"1551","2021-02-07 22:40:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",41.1252,-70.8854,"","EN661"
"1552","2021-02-07 22:52:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",41.1548,-70.8871,"","EN661"
"1553","2021-02-07 22:58:35+00:00","Underway Science seawater diaphragm pump","IFCB discrete","","UW2",41.1721,-70.8875,"testing different high voltage settings on the discrete IFCBs","EN661"
"1554","2021-02-07 23:07:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",41.1918,-70.8881,"","EN661"
"1555","2021-02-07 23:12:29+00:00","Incubation C13","stop","L1.2","",41.2021,-70.8876,"","EN661"
"1556","2021-02-07 23:12:56+00:00","Incubation Grazing","stop","L1.2","",41.2021,-70.8876,"","EN661"
"1557","2021-02-07 23:37:22+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",41.2161,-70.9088,"","EN661"
"1558","2021-02-07 23:47:00+00:00","Underway Science seawater impeller","chl discrete","","",41.2279,-70.9297,"","EN661"
"1559","2021-02-08 00:03:00+00:00","Underway Science seawater impeller","chl discrete","","",41.2464,-70.965,"","EN661"
"1560","2021-02-08 00:20:00+00:00","Underway Science seawater impeller","chl discrete","","",41.2642,-71.0051,"","EN661"
"1561","2021-02-08 00:30:00+00:00","IFCB continuous","stop","","",41.2736,-71.0301,"Stop IFCB102","EN661"
"1562","2021-02-08 00:30:00+00:00","Attune Flow Cytometer","stop","","",41.2736,-71.0301,"","EN661"
"1563","2021-02-08 02:00:00+00:00","IFCB continuous","stop","","",41.3727,-71.2517,"Stop IFCB115","EN661"
"1564","2021-02-08 02:24:21+00:00","EIMS","stop","","",41.3922,-71.2937,"","EN661"
"1565","2021-02-08 03:33:33+00:00","Underway Science seawater diaphragm pump","stop","Rhode Island Sound","",41.3963,-71.302,"Pump (motor-driven diaphragm pump) off and sea valve closed. Other valves remain open to that flow through system.","EN661"
